userId,recStrength,questionId
23,0.113,1267
23,0.113,1088
23,0.113,586
23,0.113,434
23,0.113,738
23,0.113,577
23,0.113,1216
23,0.113,634
23,0.113,823
23,0.113,530
23,0.113,1400
23,0.113,671
23,0.113,1026
23,0.113,1031
23,0.113,819
23,0.113,1172
23,0.113,1157
23,0.113,844
23,0.113,1037
23,0.113,626
23,0.113,219
23,0.113,1018
23,0.112,194
23,0.112,356
23,0.112,601
23,0.112,243
23,0.112,1492
23,0.112,400
23,0.11,636
23,0.11,413
23,0.11,619
23,0.109,90
23,0.109,173
23,0.108,514
23,0.108,675
23,0.108,453
23,0.108,1064
23,0.107,608
23,0.106,894
23,0.106,848
23,0.106,351
23,0.106,449
23,0.105,591
23,0.105,133
23,0.103,1407
23,0.103,71
23,0.103,393
23,0.103,25
23,0.103,632
23,0.102,791
23,0.102,93
23,0.101,935
23,0.101,355
23,0.101,435
23,0.1,368
23,0.1,473
23,0.099,684
23,0.099,45
23,0.099,538
23,0.099,412
23,0.099,993
23,0.099,585
23,0.098,387
23,0.098,426
23,0.098,960
23,0.098,143
23,0.098,230
23,0.098,1209
23,0.097,458
23,0.097,294
23,0.097,259
23,0.096,341
23,0.096,967
23,0.096,107
23,0.096,203
23,0.096,1195
23,0.095,1271
23,0.095,279
23,0.095,956
23,0.095,185
23,0.095,428
23,0.095,1462
23,0.095,64
23,0.095,1256
23,0.094,281
23,0.094,1176
23,0.094,105
23,0.094,1234
23,0.093,254
23,0.093,417
23,0.093,876
23,0.093,1150
23,0.092,290
23,0.092,635
23,0.092,1036
23,0.092,1447
23,0.091,1200
23,0.091,758
23,0.091,810
23,0.091,600
23,0.091,160
23,0.091,1060
23,0.091,569
23,0.09,226
23,0.09,305
23,0.09,629
23,0.09,275
23,0.09,40
23,0.09,181
23,0.09,594
23,0.09,802
23,0.09,883
23,0.09,1113
23,0.089,870
23,0.089,1033
23,0.089,371
23,0.089,9
23,0.088,375
23,0.088,442
23,0.088,1370
23,0.088,1125
23,0.088,260
23,0.088,539
23,0.087,1219
23,0.087,34
23,0.087,1035
23,0.086,1239
23,0.086,159
23,0.085,715
23,0.085,681
23,0.085,728
23,0.084,895
23,0.084,27
23,0.084,1412
23,0.083,739
23,0.083,933
23,0.082,486
23,0.082,346
23,0.082,278
23,0.081,838
23,0.081,91
23,0.081,826
23,0.081,138
23,0.081,78
23,0.081,380
23,0.081,385
23,0.08,383
23,0.08,1416
23,0.08,1108
23,0.08,1266
23,0.08,1441
23,0.08,339
23,0.08,888
23,0.08,622
23,0.08,589
23,0.079,614
23,0.079,697
23,0.079,964
23,0.079,1074
23,0.079,557
23,0.079,72
23,0.079,11
23,0.079,1367
23,0.078,913
23,0.078,28
23,0.078,156
23,0.078,129
23,0.078,392
23,0.078,824
23,0.078,1034
23,0.078,869
23,0.078,896
23,0.078,927
23,0.077,224
23,0.077,606
23,0.077,74
23,0.077,1161
23,0.077,1326
23,0.077,198
23,0.077,817
23,0.077,1155
23,0.076,907
23,0.076,200
23,0.076,222
23,0.076,110
23,0.076,535
23,0.076,512
23,0.076,367
23,0.076,777
23,0.076,969
23,0.076,1321
23,0.076,288
23,0.076,1211
23,0.076,1163
23,0.075,42
23,0.075,1140
23,0.075,386
23,0.075,252
23,0.075,51
23,0.075,1431
23,0.075,406
23,0.075,403
23,0.075,934
23,0.074,126
23,0.074,457
23,0.074,1141
23,0.074,31
23,0.074,89
23,0.074,816
23,0.073,131
23,0.073,729
23,0.073,362
23,0.073,404
23,0.073,676
23,0.073,195
23,0.073,508
23,0.073,99
23,0.073,1345
23,0.072,319
23,0.072,1329
23,0.072,35
23,0.072,1169
23,0.072,773
23,0.072,229
23,0.072,613
23,0.072,223
23,0.071,1028
23,0.071,114
23,0.071,67
23,0.071,575
23,0.071,1212
23,0.071,49
23,0.071,1361
23,0.071,141
23,0.071,1423
23,0.071,806
23,0.07,1192
23,0.07,475
23,0.07,1041
23,0.07,655
23,0.07,441
23,0.07,436
23,0.07,947
23,0.07,1244
23,0.07,63
23,0.07,481
23,0.07,47
23,0.069,825
23,0.069,22
23,0.069,1102
23,0.069,493
23,0.069,1399
23,0.069,414
23,0.068,543
23,0.068,1494
23,0.068,467
23,0.068,1348
23,0.068,1351
23,0.068,504
23,0.068,209
23,0.068,97
23,0.068,337
23,0.068,995
23,0.068,100
23,0.068,427
23,0.068,599
23,0.068,53
23,0.068,123
23,0.068,936
23,0.068,1017
23,0.068,268
23,0.067,147
23,0.067,1484
23,0.067,378
23,0.067,448
23,0.067,75
23,0.067,1250
23,0.067,950
23,0.067,1420
23,0.066,180
23,0.066,162
23,0.066,1177
23,0.066,1191
23,0.066,73
23,0.066,1009
23,0.066,116
23,0.066,692
23,0.065,348
23,0.065,103
23,0.065,1471
23,0.065,1241
23,0.065,670
23,0.065,762
23,0.065,1261
23,0.064,916
23,0.064,503
23,0.064,542
23,0.064,154
23,0.064,1012
23,0.064,1323
23,0.064,295
23,0.064,1090
23,0.064,1229
23,0.064,1027
23,0.064,1179
23,0.064,682
23,0.064,616
23,0.064,771
23,0.064,864
23,0.064,205
23,0.063,1468
23,0.063,710
23,0.063,760
23,0.063,687
23,0.063,390
23,0.063,1309
23,0.063,893
23,0.063,1089
23,0.063,827
23,0.063,1478
23,0.063,897
23,0.062,135
23,0.062,877
23,0.062,974
23,0.062,952
23,0.062,54
23,0.062,621
23,0.062,127
23,0.062,986
23,0.062,633
23,0.061,914
23,0.061,151
23,0.061,33
23,0.061,437
23,0.061,1066
23,0.061,851
23,0.061,1269
23,0.06,1050
23,0.06,1311
23,0.06,625
23,0.06,910
23,0.06,1260
23,0.06,265
23,0.06,1154
23,0.06,215
23,0.06,1422
23,0.06,707
23,0.06,931
23,0.06,528
23,0.059,374
23,0.059,1280
23,0.059,1103
23,0.059,717
23,0.059,1215
23,0.059,779
23,0.059,1235
23,0.059,740
23,0.059,1419
23,0.059,945
23,0.059,863
23,0.059,184
23,0.059,1433
23,0.059,1299
23,0.058,832
23,0.058,998
23,0.058,1360
23,0.058,553
23,0.058,96
23,0.058,794
23,0.058,521
23,0.057,829
23,0.057,145
23,0.057,1332
23,0.057,297
23,0.057,1045
23,0.057,908
23,0.057,1047
23,0.057,669
23,0.057,645
23,0.057,761
23,0.057,233
23,0.057,202
23,0.057,1158
23,0.057,1092
23,0.057,307
23,0.056,790
23,0.056,572
23,0.056,990
23,0.056,238
23,0.056,248
23,0.056,617
23,0.056,327
23,0.055,902
23,0.055,1375
23,0.055,488
23,0.055,497
23,0.055,683
23,0.054,321
23,0.054,350
23,0.054,1126
23,0.054,336
23,0.054,515
23,0.054,654
23,0.054,468
23,0.054,814
23,0.053,461
23,0.052,735
23,0.052,1201
23,0.052,1115
23,0.052,1254
23,0.052,118
23,0.052,628
23,0.052,561
23,0.052,363
23,0.052,609
23,0.052,199
23,0.052,167
23,0.051,899
23,0.051,768
23,0.051,487
23,0.051,724
23,0.051,607
23,0.051,678
23,0.051,612
23,0.051,955
23,0.051,754
23,0.051,615
23,0.051,1002
23,0.051,558
23,0.051,1316
23,0.051,1087
23,0.051,253
23,0.051,496
23,0.051,1183
23,0.051,611
23,0.051,1180
23,0.05,719
23,0.05,1147
23,0.05,872
23,0.05,1185
23,0.05,1055
23,0.05,564
23,0.05,1134
23,0.05,1039
23,0.05,938
23,0.05,1149
23,0.05,1137
23,0.05,1128
23,0.05,1246
23,0.05,247
23,0.05,311
23,0.049,106
23,0.049,237
23,0.049,522
23,0.049,456
23,0.049,1129
23,0.049,881
23,0.049,264
23,0.049,240
23,0.048,882
23,0.048,1257
23,0.048,921
23,0.048,416
23,0.048,451
23,0.048,489
23,0.047,191
23,0.047,258
23,0.047,246
23,0.047,551
23,0.047,1218
23,0.047,1051
23,0.047,424
23,0.046,708
23,0.046,1358
23,0.046,130
23,0.046,860
23,0.046,227
23,0.046,1469
23,0.046,1114
23,0.046,282
23,0.046,718
23,0.046,62
23,0.046,272
23,0.046,596
23,0.045,1281
23,0.045,1298
23,0.045,939
23,0.045,211
23,0.045,1106
23,0.045,1153
23,0.044,727
23,0.044,430
23,0.043,460
23,0.043,95
23,0.043,562
23,0.041,662
23,0.041,658
23,0.041,1116
23,0.041,39
23,0.04,1473
23,0.04,549
23,0.04,1167
23,0.04,1006
23,0.04,1487
23,0.04,179
23,0.039,1451
23,0.037,228
23,0.037,204
23,0.037,603
23,0.037,578
23,0.036,880
23,0.035,190
23,0.033,849
23,0.033,953
23,0.033,1121
23,0.032,1264
23,0.032,867
23,0.032,623
23,0.032,1286
23,0.03,1296
23,0.03,965
23,0.029,822
23,0.029,659
23,0.029,912
23,0.029,563
23,0.029,903
23,0.029,1156
23,0.028,1459
23,0.028,1206
23,0.028,576
23,0.027,477
23,0.027,330
23,0.027,587
23,0.027,890
23,0.027,1023
23,0.026,529
23,0.026,464
23,0.025,369
23,0.023,19
23,0.022,911
23,0.022,723
23,0.022,807
23,0.022,1152
23,0.022,395
23,0.022,370
23,0.022,961
23,0.022,26
23,0.022,1253
23,0.021,3
23,0.021,1232
23,0.021,293
23,0.021,478
23,0.021,801
23,0.02,1369
23,0.02,314
23,0.02,1403
23,0.019,1160
23,0.019,843
23,0.019,157
23,0.019,996
11,0.395,300
11,0.383,101
11,0.367,407
11,0.352,392
11,0.334,364
11,0.33,432
11,0.319,334
11,0.318,360
11,0.309,500
11,0.3,213
11,0.297,129
11,0.291,368
11,0.291,473
11,0.29,29
11,0.29,136
11,0.29,232
11,0.285,5
11,0.282,17
11,0.28,99
11,0.273,155
11,0.273,462
11,0.272,221
11,0.266,313
11,0.261,1131
11,0.261,774
11,0.261,1053
11,0.261,991
11,0.261,920
11,0.261,1197
11,0.261,1300
11,0.261,1046
11,0.261,1498
11,0.261,661
11,0.261,665
11,0.252,394
11,0.251,469
11,0.25,1035
11,0.25,222
11,0.248,464
11,0.243,498
11,0.238,1219
11,0.238,919
11,0.236,212
11,0.236,488
11,0.236,457
11,0.233,381
11,0.231,97
11,0.226,182
11,0.224,851
11,0.223,323
11,0.221,181
11,0.22,689
11,0.22,200
11,0.219,411
11,0.217,345
11,0.217,270
11,0.217,126
11,0.214,50
11,0.214,1493
11,0.213,1470
11,0.211,358
11,0.211,1399
11,0.209,69
11,0.209,91
11,0.209,1183
11,0.209,108
11,0.207,312
11,0.207,654
11,0.207,981
11,0.207,934
11,0.207,561
11,0.207,935
11,0.207,749
11,0.207,405
11,0.207,249
11,0.207,71
11,0.206,226
11,0.206,812
11,0.206,304
11,0.206,849
11,0.203,898
11,0.202,484
11,0.202,259
11,0.201,599
11,0.201,192
11,0.201,479
11,0.201,315
11,0.201,322
11,0.2,480
11,0.2,188
11,0.2,452
11,0.197,862
11,0.194,177
11,0.194,362
11,0.194,415
11,0.194,295
11,0.192,388
11,0.192,382
11,0.188,239
11,0.188,105
11,0.187,303
11,0.186,1296
11,0.185,370
11,0.183,145
11,0.183,157
11,0.181,15
11,0.181,25
11,0.181,1234
11,0.178,400
11,0.178,425
11,0.178,683
11,0.177,450
11,0.176,24
11,0.176,160
11,0.175,305
11,0.174,455
11,0.172,390
11,0.172,258
11,0.17,1370
11,0.17,662
11,0.17,1447
11,0.167,316
11,0.167,121
11,0.167,48
11,0.166,159
11,0.166,98
11,0.165,40
11,0.165,440
11,0.164,489
11,0.164,173
11,0.162,1375
11,0.162,70
11,0.162,876
11,0.162,458
11,0.162,391
11,0.161,290
11,0.161,1180
11,0.16,990
11,0.16,933
11,0.159,365
11,0.158,278
11,0.158,114
11,0.157,838
11,0.157,1136
11,0.156,78
11,0.156,725
11,0.156,435
11,0.154,1105
11,0.154,434
11,0.154,83
11,0.153,245
11,0.153,103
11,0.153,1021
11,0.153,207
11,0.153,372
11,0.153,964
11,0.153,317
11,0.152,1468
11,0.152,1233
11,0.152,218
11,0.151,445
11,0.151,60
11,0.151,1138
11,0.15,1034
11,0.15,118
11,0.15,808
11,0.149,223
11,0.149,518
11,0.149,668
11,0.149,509
11,0.149,47
11,0.149,1141
11,0.148,143
11,0.148,607
11,0.148,494
11,0.148,367
11,0.147,486
11,0.147,328
11,0.145,941
11,0.145,598
11,0.145,1087
11,0.144,123
11,0.144,439
11,0.144,666
11,0.144,755
11,0.144,107
11,0.143,336
11,0.143,255
11,0.143,401
11,0.143,671
11,0.143,1085
11,0.143,844
11,0.143,1037
11,0.143,1213
11,0.143,823
11,0.143,819
11,0.143,568
11,0.143,586
11,0.143,1157
11,0.143,1031
11,0.143,1463
11,0.143,626
11,0.143,1482
11,0.143,1267
11,0.143,1275
11,0.143,1276
11,0.143,1026
11,0.143,1189
11,0.142,461
11,0.142,217
11,0.141,158
11,0.141,289
11,0.141,38
11,0.141,283
11,0.141,692
11,0.141,1041
11,0.141,198
11,0.14,410
11,0.14,36
11,0.139,614
11,0.138,363
11,0.138,343
11,0.138,257
11,0.138,446
11,0.137,250
11,0.137,1172
11,0.137,1216
11,0.137,530
11,0.137,1088
11,0.137,1151
11,0.137,609
11,0.136,762
11,0.136,430
11,0.136,1012
11,0.136,4
11,0.135,113
11,0.135,771
11,0.135,104
11,0.135,1438
11,0.135,6
11,0.134,339
11,0.134,459
11,0.134,717
11,0.134,825
11,0.134,1250
11,0.134,950
11,0.133,350
11,0.133,204
11,0.133,601
11,0.133,280
11,0.133,640
11,0.133,195
11,0.132,1114
11,0.132,718
11,0.132,478
11,0.132,12
11,0.132,139
11,0.131,236
11,0.131,406
11,0.13,584
11,0.13,939
11,0.13,1194
11,0.13,565
11,0.129,1299
11,0.129,271
11,0.129,882
11,0.129,1112
11,0.129,7
11,0.129,1167
11,0.128,1212
11,0.128,769
11,0.128,273
11,0.128,184
11,0.128,727
11,0.128,234
11,0.128,140
11,0.128,421
11,0.127,492
11,0.127,380
11,0.127,85
11,0.127,117
11,0.126,86
11,0.126,178
11,0.126,1297
11,0.125,186
11,0.125,1317
11,0.125,470
11,0.125,335
11,0.125,77
11,0.124,1306
11,0.124,351
11,0.124,456
11,0.123,44
11,0.123,447
11,0.123,845
11,0.123,1017
11,0.123,859
11,0.123,820
11,0.123,529
11,0.123,865
11,0.123,868
11,0.123,383
11,0.123,1237
11,0.123,1056
11,0.122,269
11,0.122,1179
11,0.122,297
11,0.122,633
11,0.122,171
11,0.121,32
11,0.121,1222
11,0.121,1249
11,0.121,842
11,0.12,896
11,0.12,577
11,0.12,275
11,0.119,68
11,0.118,796
11,0.118,119
11,0.117,272
11,0.117,418
11,0.116,84
11,0.116,260
11,0.116,333
11,0.116,924
11,0.116,732
11,0.116,293
11,0.114,506
11,0.114,522
11,0.113,1329
11,0.113,102
11,0.112,1420
11,0.112,735
11,0.111,408
11,0.111,45
11,0.111,1169
11,0.111,1488
11,0.111,203
11,0.11,299
11,0.11,453
11,0.11,302
11,0.11,253
11,0.11,219
11,0.11,1380
11,0.11,632
11,0.109,899
11,0.109,141
11,0.109,748
11,0.109,527
11,0.108,175
11,0.108,496
11,0.108,877
11,0.108,1091
11,0.108,625
11,0.108,112
11,0.107,1469
11,0.107,311
11,0.107,320
11,0.107,291
11,0.106,1363
11,0.106,87
11,0.106,945
11,0.106,495
11,0.106,442
11,0.106,180
11,0.106,1076
11,0.105,1298
11,0.105,523
11,0.105,1405
11,0.105,1241
11,0.105,378
11,0.105,936
11,0.104,205
11,0.103,417
11,0.103,477
11,0.103,454
11,0.103,1030
11,0.103,187
11,0.103,423
11,0.102,96
11,0.102,46
11,0.102,122
11,0.102,90
11,0.101,361
11,0.101,789
11,0.101,197
11,0.101,952
11,0.101,89
11,0.101,373
11,0.101,246
11,0.101,276
11,0.101,67
11,0.1,1113
11,0.1,389
11,0.1,1062
11,0.1,816
11,0.1,165
11,0.1,399
11,0.099,306
11,0.099,1154
11,0.099,424
11,0.099,1373
11,0.099,475
11,0.099,162
11,0.099,353
11,0.099,708
11,0.098,490
11,0.098,9
11,0.098,1144
11,0.098,127
11,0.098,1341
11,0.098,907
11,0.097,465
11,0.097,131
11,0.097,237
11,0.097,758
11,0.097,347
11,0.096,1163
11,0.096,1460
11,0.095,552
11,0.095,768
11,0.094,1195
11,0.094,864
11,0.093,794
11,0.093,857
11,0.093,837
11,0.092,220
11,0.092,582
11,0.092,355
11,0.092,1291
11,0.092,189
11,0.092,1127
11,0.092,209
11,0.091,775
11,0.091,485
11,0.091,346
11,0.091,814
11,0.091,242
11,0.091,1028
11,0.09,76
11,0.09,429
11,0.09,766
11,0.09,132
11,0.089,168
11,0.089,1351
11,0.089,504
11,0.089,1289
11,0.089,1385
11,0.089,1348
11,0.089,428
11,0.089,241
11,0.089,1040
11,0.089,1487
11,0.089,655
11,0.089,687
11,0.089,1271
11,0.089,956
11,0.089,826
11,0.089,1150
11,0.089,130
11,0.089,1130
11,0.089,404
11,0.088,125
11,0.088,82
11,0.088,1133
11,0.088,57
11,0.088,783
11,0.088,1074
11,0.087,1209
11,0.087,1103
11,0.086,228
11,0.086,761
11,0.086,674
11,0.086,385
11,0.085,487
11,0.084,746
11,0.084,94
11,0.084,1309
11,0.084,169
11,0.084,1032
11,0.083,635
11,0.083,1003
11,0.083,628
11,0.083,1431
11,0.083,1451
11,0.083,437
11,0.083,235
11,0.083,978
11,0.083,905
11,0.083,1146
11,0.082,910
11,0.082,215
11,0.081,377
11,0.081,279
11,0.081,954
11,0.081,1229
11,0.081,1027
11,0.08,613
11,0.08,326
11,0.08,142
11,0.08,330
11,0.08,906
11,0.079,49
11,0.078,1485
11,0.078,166
11,0.078,965
11,0.078,544
11,0.078,43
11,0.077,1427
11,0.077,481
11,0.077,202
11,0.077,413
11,0.077,115
11,0.077,1269
11,0.076,617
11,0.076,1175
11,0.076,754
11,0.076,675
11,0.075,1480
11,0.075,1033
11,0.075,870
11,0.075,637
11,0.075,1358
11,0.075,863
11,0.074,230
11,0.074,608
11,0.074,172
11,0.074,359
11,0.074,179
11,0.074,900
11,0.074,541
11,0.074,1187
11,0.073,1339
11,0.073,491
11,0.073,261
11,0.073,1462
11,0.073,216
11,0.073,679
11,0.073,869
11,0.072,715
11,0.072,983
11,0.072,135
11,0.072,79
11,0.072,888
11,0.072,1132
11,0.072,128
11,0.072,1047
11,0.072,1045
11,0.072,841
11,0.072,645
11,0.072,669
11,0.072,908
11,0.072,534
11,0.072,524
11,0.072,1201
11,0.071,542
11,0.071,395
11,0.071,1316
11,0.071,739
11,0.071,243
11,0.071,254
11,0.071,564
11,0.071,460
11,0.071,201
11,0.071,301
11,0.07,476
11,0.07,264
11,0.07,199
11,0.07,966
11,0.07,13
11,0.07,724
11,0.07,852
11,0.07,1273
11,0.07,1050
11,0.07,760
11,0.07,229
11,0.07,161
11,0.069,894
11,0.069,342
11,0.069,54
11,0.069,285
11,0.069,753
11,0.069,499
11,0.069,719
11,0.069,58
11,0.068,441
11,0.068,925
11,0.068,1361
11,0.068,72
11,0.068,1473
11,0.068,926
11,0.067,28
11,0.067,156
11,0.067,387
11,0.067,677
11,0.067,895
11,0.067,149
11,0.067,606
11,0.067,233
11,0.066,10
11,0.066,2
11,0.066,1252
11,0.066,1494
11,0.066,757
11,0.066,1022
11,0.066,656
11,0.066,553
11,0.066,703
11,0.066,319
11,0.066,914
11,0.066,927
11,0.066,875
11,0.066,996
11,0.066,921
11,0.066,286
11,0.066,1321
11,0.065,944
11,0.065,170
11,0.065,438
11,0.065,31
11,0.064,818
11,0.064,332
11,0.064,995
11,0.064,1058
11,0.064,738
11,0.064,807
11,0.064,20
11,0.064,1011
11,0.064,30
11,0.064,1293
11,0.063,263
11,0.063,1327
11,0.063,1347
11,0.063,1211
11,0.063,1200
11,0.063,878
11,0.063,1042
11,0.063,14
11,0.063,244
11,0.062,556
11,0.062,923
11,0.062,65
11,0.062,704
11,0.062,444
11,0.062,16
11,0.062,75
11,0.062,448
11,0.062,1281
11,0.062,397
11,0.062,55
11,0.062,146
11,0.061,1036
11,0.061,1360
11,0.061,649
11,0.061,663
11,0.061,957
11,0.061,95
11,0.061,371
11,0.061,1153
11,0.061,562
11,0.06,393
11,0.06,436
11,0.06,396
11,0.06,483
11,0.06,551
11,0.059,1247
11,0.059,1203
11,0.059,503
11,0.059,1051
11,0.059,11
11,0.059,493
11,0.059,414
11,0.059,474
11,0.059,100
11,0.058,605
11,0.058,860
11,0.058,520
11,0.058,134
11,0.058,1071
11,0.058,596
11,0.058,1097
11,0.056,1106
11,0.056,961
11,0.056,829
11,0.056,1332
11,0.056,1261
11,0.056,533
11,0.056,585
11,0.056,35
11,0.055,1416
11,0.055,281
11,0.055,1429
11,0.055,1090
11,0.055,740
11,0.055,1092
11,0.055,307
11,0.054,951
11,0.054,1207
11,0.054,238
11,0.054,1128
11,0.054,624
11,0.054,1253
11,0.054,124
11,0.054,824
11,0.053,752
11,0.053,670
11,0.053,811
11,0.053,770
11,0.053,151
11,0.052,1158
11,0.052,37
11,0.052,1295
11,0.052,528
11,0.052,1116
11,0.052,1311
11,0.052,433
11,0.052,252
11,0.052,268
11,0.052,1260
11,0.052,265
11,0.051,1422
11,0.051,931
11,0.051,861
11,0.051,1215
11,0.051,1419
11,0.051,167
11,0.051,1433
11,0.05,967
11,0.05,998
11,0.05,1121
11,0.05,64
11,0.05,247
11,0.05,1345
11,0.05,1461
11,0.05,1251
11,0.05,1230
11,0.049,930
11,0.049,891
11,0.049,287
11,0.048,1192
11,0.048,846
11,0.048,208
11,0.048,1016
11,0.048,1129
11,0.047,686
11,0.047,321
11,0.047,427
11,0.047,1126
11,0.047,398
11,0.046,681
11,0.046,728
11,0.046,1188
11,0.046,147
11,0.046,1484
11,0.046,1389
11,0.046,578
11,0.046,519
11,0.046,1425
11,0.046,554
11,0.046,880
11,0.045,63
11,0.045,1491
11,0.045,1191
11,0.045,1009
11,0.045,696
11,0.045,1244
11,0.045,338
11,0.045,214
11,0.045,74
11,0.045,511
11,0.045,641
11,0.045,804
11,0.045,1471
11,0.045,986
11,0.045,256
11,0.045,1094
11,0.045,909
11,0.045,21
26,0.336,382
26,0.331,364
26,0.322,462
26,0.312,102
26,0.307,328
26,0.305,34
26,0.304,118
26,0.298,1211
26,0.293,172
26,0.29,182
26,0.278,15
26,0.266,129
26,0.263,5
26,0.261,216
26,0.259,290
26,0.258,411
26,0.257,498
26,0.256,69
26,0.252,112
26,0.252,358
26,0.25,228
26,0.248,484
26,0.247,367
26,0.245,17
26,0.241,1045
26,0.239,407
26,0.239,306
26,0.237,490
26,0.236,447
26,0.236,135
26,0.235,239
26,0.235,140
26,0.234,259
26,0.232,291
26,0.232,335
26,0.23,460
26,0.23,258
26,0.228,121
26,0.228,316
26,0.227,270
26,0.227,147
26,0.226,261
26,0.226,465
26,0.226,437
26,0.223,249
26,0.222,186
26,0.221,27
26,0.22,274
26,0.22,43
26,0.219,12
26,0.218,303
26,0.215,445
26,0.214,341
26,0.214,500
26,0.213,49
26,0.212,222
26,0.212,836
26,0.212,153
26,0.212,547
26,0.211,269
26,0.211,406
26,0.209,440
26,0.208,1041
26,0.208,86
26,0.206,1131
26,0.206,991
26,0.206,1197
26,0.206,920
26,0.206,774
26,0.206,1053
26,0.206,1046
26,0.206,665
26,0.206,1300
26,0.206,1498
26,0.206,661
26,0.206,236
26,0.204,155
26,0.204,278
26,0.204,212
26,0.203,1003
26,0.201,683
26,0.201,425
26,0.201,400
26,0.2,57
26,0.198,300
26,0.197,862
26,0.196,479
26,0.196,315
26,0.196,192
26,0.196,322
26,0.195,432
26,0.195,405
26,0.195,851
26,0.195,304
26,0.194,218
26,0.193,1241
26,0.193,394
26,0.192,384
26,0.192,469
26,0.191,115
26,0.19,456
26,0.19,466
26,0.189,188
26,0.189,494
26,0.189,131
26,0.188,113
26,0.188,388
26,0.187,177
26,0.187,450
26,0.186,108
26,0.185,926
26,0.185,605
26,0.185,1249
26,0.185,19
26,0.185,360
26,0.185,1404
26,0.185,1150
26,0.185,71
26,0.184,24
26,0.183,1151
26,0.183,429
26,0.183,96
26,0.183,255
26,0.182,284
26,0.181,414
26,0.181,492
26,0.18,1212
26,0.179,439
26,0.177,362
26,0.175,1138
26,0.173,273
26,0.173,334
26,0.173,79
26,0.173,223
26,0.173,491
26,0.173,133
26,0.172,157
26,0.17,433
26,0.17,323
26,0.169,44
26,0.169,82
26,0.168,126
26,0.166,47
26,0.165,74
26,0.164,73
26,0.164,583
26,0.163,297
26,0.162,238
26,0.161,1267
26,0.161,1463
26,0.161,1482
26,0.161,1275
26,0.161,1189
26,0.161,1213
26,0.161,1276
26,0.161,568
26,0.161,844
26,0.161,1031
26,0.161,1037
26,0.161,586
26,0.161,671
26,0.161,1085
26,0.161,1026
26,0.161,819
26,0.161,1157
26,0.161,626
26,0.161,823
26,0.161,359
26,0.16,472
26,0.16,30
26,0.16,338
26,0.159,635
26,0.159,31
26,0.159,412
26,0.158,925
26,0.158,70
26,0.156,77
26,0.156,1492
26,0.156,1470
26,0.156,391
26,0.154,46
26,0.153,61
26,0.153,185
26,0.153,846
26,0.152,276
26,0.152,1296
26,0.151,50
26,0.15,166
26,0.149,267
26,0.149,295
26,0.149,458
26,0.149,207
26,0.148,235
26,0.148,454
26,0.148,527
26,0.148,476
26,0.147,60
26,0.147,120
26,0.146,132
26,0.146,343
26,0.146,408
26,0.146,139
26,0.145,87
26,0.145,495
26,0.144,65
26,0.144,312
26,0.143,116
26,0.142,444
26,0.142,377
26,0.141,397
26,0.141,84
26,0.141,1074
26,0.141,325
26,0.14,539
26,0.138,383
26,0.138,321
26,0.137,757
26,0.137,1022
26,0.137,656
26,0.137,553
26,0.137,703
26,0.136,253
26,0.136,350
26,0.136,728
26,0.136,681
26,0.134,6
26,0.134,1412
26,0.134,285
26,0.134,48
26,0.134,682
26,0.133,461
26,0.133,119
26,0.133,180
26,0.132,247
26,0.132,287
26,0.132,324
26,0.132,427
26,0.13,159
26,0.13,98
26,0.13,1106
26,0.129,138
26,0.129,54
26,0.129,176
26,0.129,76
26,0.128,296
26,0.128,499
26,0.127,533
26,0.127,67
26,0.127,758
26,0.126,40
26,0.126,109
26,0.126,769
26,0.126,902
26,0.126,1429
26,0.126,38
26,0.126,1256
26,0.126,289
26,0.126,1258
26,0.126,275
26,0.126,371
26,0.125,187
26,0.125,423
26,0.125,913
26,0.125,234
26,0.125,1288
26,0.124,122
26,0.124,271
26,0.124,1493
26,0.124,1136
26,0.124,812
26,0.124,264
26,0.124,396
26,0.123,435
26,0.123,142
26,0.123,455
26,0.122,94
26,0.122,817
26,0.122,520
26,0.122,1155
26,0.122,954
26,0.122,386
26,0.122,25
26,0.122,826
26,0.122,625
26,0.121,250
26,0.121,194
26,0.121,356
26,0.121,372
26,0.12,921
26,0.12,309
26,0.12,816
26,0.119,114
26,0.118,919
26,0.118,85
26,0.118,387
26,0.118,604
26,0.118,584
26,0.118,1263
26,0.117,463
26,0.117,481
26,0.117,729
26,0.117,146
26,0.116,336
26,0.116,1253
26,0.116,279
26,0.116,23
26,0.116,565
26,0.116,512
26,0.115,663
26,0.115,1219
26,0.115,99
26,0.114,361
26,0.114,1468
26,0.114,543
26,0.114,214
26,0.113,299
26,0.113,385
26,0.113,347
26,0.112,1373
26,0.112,418
26,0.111,486
26,0.111,570
26,0.111,1202
26,0.111,337
26,0.111,203
26,0.111,883
26,0.111,802
26,0.111,389
26,0.11,1225
26,0.11,509
26,0.11,638
26,0.109,430
26,0.109,55
26,0.109,319
26,0.109,1105
26,0.108,936
26,0.108,268
26,0.108,453
26,0.107,178
26,0.107,482
26,0.107,365
26,0.106,559
26,0.106,1195
26,0.106,628
26,0.105,1035
26,0.105,272
26,0.105,62
26,0.105,298
26,0.104,1097
26,0.104,1121
26,0.103,189
26,0.103,209
26,0.103,10
26,0.103,32
26,0.103,422
26,0.103,313
26,0.103,1194
26,0.102,488
26,0.102,401
26,0.101,288
